id,created_at,text
1035602198665682944,2018-08-31 18:56:19,"JUST IN: US, Canada trade talks conclude; Canadian Foreign Minister Freeland to hold news conference at 4:30p ET.
https://t.co/jyTGLLlx6t"
1035598438543646726,2018-08-31 18:41:22,BREAKING: President Trump acknowledges he made off the record comments on Canada and the understanding was 'violate https://t.co/xKbSs0GNEE
1035569639999254528,2018-08-31 16:46:56,"JUST IN: United Airlines raising baggage fees, effective today. https://t.co/BfALkXCEab"
1035561978402668544,2018-08-31 16:16:30,"Dow, S&amp;P 500 at session low as NAFTA talks with Canada continue after report that Trump privately said he would not https://t.co/Ftu9gtMcLc"
1035549590781652998,2018-08-31 15:27:16,Canada Foreign Affairs Minister Freeland says 'we're not there yet' on NAFTA deal following report that Trump priva https://t.co/r7p9riq5lM
1035528126015713280,2018-08-31 14:01:59,"Consumer sentiment hits 96.2 in August, vs. 95.5 estimate https://t.co/ZE63pwk1kA"
1035264948459515905,2018-08-30 20:36:12,MORE: Trump says Jeff Sessions is safe in attorney general job until at least November elections ( https://t.co/Iiqu8J5WLC
1035263456516231179,2018-08-30 20:30:16,BREAKING: President Trump says he may link capital gains tax to inflation; threatens to withdraw from WTO if it doe https://t.co/ODRFgdRuU3
1035260007531597825,2018-08-30 20:16:34,American Outdoor Brands jumps more than 12 percent after earnings beat https://t.co/vAc27Qh2yA https://t.co/p36BT2MxOp
1035259681189634049,2018-08-30 20:15:16,EARNINGS: Ulta Beauty shares drop on weak guidance; Lululemon soars more than 7% on blowout same-store sales growth https://t.co/TscLwoF77r
1035231972900171776,2018-08-30 18:25:10,Dow down 150 points to new session low after report that Trump will back $200B in China tariffs as soon as next wee https://t.co/wy9Rb3aaJ1
1035230996231323648,2018-08-30 18:21:17,BREAKING: Stocks fall sharply after report that says Trump is said to back $200B in China tariffs as early as next https://t.co/atHlVsPqFq
1035208039417217024,2018-08-30 16:50:04,President Trump's legal team hopes Emmet Flood won't replace Don McGahn as head of the White House counsel's office https://t.co/larskKi0sv
1035207188011278337,2018-08-30 16:46:41,"BREAKING: Trump says government won't give civilian employees raises in 2019
https://t.co/j1Qk7CpYDy"
1035197015884525568,2018-08-30 16:06:16,"BREAKING: Apple announces September 12 event, where new iPhones are expected to be unveiled https://t.co/U3vvmdl4dX"
1035184246976073730,2018-08-30 15:15:31,Buffett: Berkshire would not buy Campbell Soup; it's hard to offer a premium for a packaged food company https://t.co/uslFe4eKlS
1035184030797492224,2018-08-30 15:14:40,"Buffett: Berkshire Hathaway has bought back ""a little"" of its stock since changing buyback policy. https://t.co/mXPDFxu1qa"
1035181590878593024,2018-08-30 15:04:58,"Buffett: Bought ""just a little"" more Apple stock recently https://t.co/NaQhjCtHlQ https://t.co/XgeV03JkNH"
1035179502144548864,2018-08-30 14:56:40,Buffett: There's no question a basket of US stocks will do better over time than bonds https://t.co/qeVYXc9cpe https://t.co/ep7CGzGeUn
1035169568015216640,2018-08-30 14:17:12,"NEW: Bank of America lifts self-imposed ban on commission-based trading in customer retirement accounts
https://t.co/VKCf4blRzF"
1035158495304151040,2018-08-30 13:33:12,"Amazon hits $2,000 per share for the first time https://t.co/IQwUN6INAJ"
1035142893625921536,2018-08-30 12:31:12,"US weekly jobless claims total 213,000, vs 214,000 expected  https://t.co/9KssD6zT49"
1035110856034537473,2018-08-30 10:23:54,"Campbell Soup plans to sell international and fresh food businesses, shares down more than 4 percent https://t.co/qwe4Z6J5iJ"
1034814838013341697,2018-08-29 14:47:37,"Pound continues extending gains vs. dollar, up more than 1%, after positive comments from E.U. Brexit negotiator Mi https://t.co/7yIDUgRlTP"
1034812694736584704,2018-08-29 14:39:06,"NEW: Billionaire Peter Thiel gives six figures to the RNC, his first major donation of midterm campaign cycle https://t.co/rYj2pnNNOH"
1034811221319372800,2018-08-29 14:33:15,"BREAKING: President Trump tweets that White House Counsel Don McGahn "" will be leaving his position in the fall"" https://t.co/c4rtKZf6zh"
1034805959342927872,2018-08-29 14:12:21,Pound soars vs. U.S. dollar after the E.U. Brexit negotiator Michel Barnier says the bloc is prepared to offer a pa https://t.co/75LJBgQvTs
1034803213831208960,2018-08-29 14:01:26,JUST IN: Pending home sales fall for seventh straight month in July https://t.co/uQoY0GNCnm
1034780512018198530,2018-08-29 12:31:14,"BREAKING: Second estimate of second-quarter GDP is up 4.2%, vs 4% growth expected https://t.co/mGshhxcg2U"
1034533334523826178,2018-08-28 20:09:02,"Hewlett Packard Enterprise jumps 3.7% after-hours; company beats on earnings and revenue, announces new CFO. https://t.co/4zlljgVU9J"
1034501609806589952,2018-08-28 18:02:58,"JUST IN: JPMorgan Chase poaches Google's head of product management for cloud-based artificial intelligence
https://t.co/rjUiE83tEL"
1034480996899606528,2018-08-28 16:41:04,"Yum China resumes trading after volatility halt, up more than 9.3% https://t.co/2cPbFMVhId https://t.co/LVr4Em8JC7"
1034479637672411136,2018-08-28 16:35:39,"JUST IN: Yum China rejects private buyout offer of $46/share from Hillhouse Capital - Dow Jones

$YUMC shares halte https://t.co/0c16nX7Bjw"
1034460619850870784,2018-08-28 15:20:05,Thomson Reuters shares jump more than 4% after brief halt; company says it will initiate a $9 billion buyback using https://t.co/Vjsm9graS5
1034446657788825603,2018-08-28 14:24:36,"JUST IN: Google responds after Trump accused it of rigging search results in favor of ‘bad’ coverage, saying: ""Sear https://t.co/ms98c5lGdK"
1034440869934497793,2018-08-28 14:01:37,"Consumer confidence hits 133.4 in August, vs. 126.7 estimate https://t.co/U6zQYXjaF4"
1034412052939530240,2018-08-28 12:07:06,"Treasury Secretary Mnuchin hopeful a deal with Canada will get done, but prepared to 'move forward with Mexico' (vi https://t.co/GgtELwmTOr"
1034204337088671744,2018-08-27 22:21:43,Update: Toyota announces $500M investment in Uber which values the ride-sharing company at $72 billion https://t.co/n1zlw8TMYy
1034170585365000192,2018-08-27 20:07:36,"BREAKING: Trump issues statement on passing of McCain, signs proclamation to fly the flag at half-staff until the d https://t.co/4WrjRKgs9F"
1034144719394234368,2018-08-27 18:24:49,BREAKING: Toyota to invest $500M in Uber at a $72B valuation; both companies to jointly develop driver-less vehicle https://t.co/2mz9xV3Mug
1034130729872044032,2018-08-27 17:29:13,"JUST IN: John McCain, in final message before death, says 'do not despair of our present difficulties'  https://t.co/QLEJIjPuFF"
1034126810647285765,2018-08-27 17:13:39,"Advanced Micro Devices, up more than 11% today, has gained more than 45% this month alone, putting $AMD on track fo https://t.co/PJuAX7gMZO"
1034096345924153344,2018-08-27 15:12:36,"BREAKING: Trump says U.S. and Mexico have reached a trade deal, paving the way toward replacing NAFTA https://t.co/zKAO2OXeT3"
1034082363284877313,2018-08-27 14:17:02,"JUST IN: President Trump to make 11a ET announcement on NAFTA. 

Latest: https://t.co/zKAO2OXeT3"
1034078275457433600,2018-08-27 14:00:47,"BREAKING: Nasdaq hits 8,000 https://t.co/quCxJBUE2w https://t.co/18Z6igANDI"
1034077763932762112,2018-08-27 13:58:45,"BREAKING: Dow rises above 26,000 for first time since February 2. https://t.co/6AA58bUcV0 https://t.co/FKVxGUCkGD"
1034071023744901120,2018-08-27 13:31:58,"Stocks open higher as U.S. and Mexico move closer to NAFTA deal 
https://t.co/quCxJBUE2w https://t.co/BQxiAnjdmD"
1034062178960257025,2018-08-27 12:56:50,Peso gains against dollar as futures rise after Mexican official says NAFTA talks with U.S. have 'concluded' and a https://t.co/2Tpr4Oc8LI
1033868704700870659,2018-08-27 00:08:02,"Update: Authorities say 3 dead after Jacksonville shooting, including the 24-year-old gunman who was from Baltimore https://t.co/nMai1M5veA"
1033796473752834048,2018-08-26 19:21:01,EA Sports says it is aware “of an incident” at its “sanctioned Madden Championship Series in Jacksonville;” police https://t.co/R2wBKimzeg
1033793690878312453,2018-08-26 19:09:57,"BREAKING: Multiple fatalities, 1 suspect dead after “mass shooting” in Jacksonville, Florida. https://t.co/ETUE9NcjDP"
1033790380444188672,2018-08-26 18:56:48,"BREAKING: Sheriff says 1 suspect dead after “mass shooting” in Jacksonville, FL. https://t.co/jn8limUSe7 https://t.co/zAcCIgwGQQ"
1033551769870258176,2018-08-26 03:08:39,JUST IN: President George H. W. Bush statement on John McCain. https://t.co/Mql3J9hmNs https://t.co/BpbX7ckAb1
1033529542130978817,2018-08-26 01:40:19,NEW: Statement from former President Jimmy Carter on the death of Senator McCain. https://t.co/Mql3J9hmNs https://t.co/vnLuvlmdU1
1033525818394402816,2018-08-26 01:25:31,"JUST IN: Former President Bill Clinton, former Secretary of State Hillary Clinton statement on John McCain https://t.co/sNfPm46Pid"
1033520821757784064,2018-08-26 01:05:40,NEW: Former President George W. Bush statement on John McCain. https://t.co/Mql3J9hmNs https://t.co/pod8FeMc3t
1033518095137222664,2018-08-26 00:54:50,"Cindy McCain statement: “He passed the way he lived, on his own terms, surrounded by the people he loved, in the th https://t.co/LxlexMRdqy"
1033517399545454594,2018-08-26 00:52:04,JUST IN: Former Vice President Biden statement on the death of Senator John McCain. https://t.co/Mql3J9hmNs https://t.co/XAWr1Ewevd
1033516938583048193,2018-08-26 00:50:14,JUST IN: President Trump tweet on the death of John McCain: ‘My deepest sympathies and respect go out to the family https://t.co/fZymE89Xmw
1033515303932776448,2018-08-26 00:43:44,JUST IN: Former President Obama and First Lady Michelle Obama release statement on death of John McCain. https://t.co/S4xPMr7MvR
1033511415913570304,2018-08-26 00:28:17,"BREAKING: Sen. John McCain, hero POW, former presidential hopeful and maverick Republican, dies at age 81.

Full st https://t.co/Z3MMHdyYyi"
1033509020047421440,2018-08-26 00:18:46,"BREAKING: Arizona Senator John McCain has died at age 81. 
https://t.co/QSY13ohChI https://t.co/IAOWqObVTq"
1033195201853054977,2018-08-25 03:31:46,"BREAKING: Tesla to stay publicly traded, as Elon Musk says shareholders believe company is 'better off' https://t.co/9NsTTmooE2"
1033191700955639808,2018-08-25 03:17:51,"BREAKING: Tesla board, CEO Elon Musk announce that they have agreed to remain a public company. https://t.co/jn8limUSe7"
1033085692774174728,2018-08-24 20:16:37,"JUST IN: United to move listing to Nasdaq from NYSE, will keep same $UAL ticker symbol

https://t.co/CgzwFn3e3w"
1033079450571878400,2018-08-24 19:51:49,Arconic surges more than 4.5% after Reuters reports that it is in talks to sell itself https://t.co/BPQrzHZovg https://t.co/godrm1HOgc
1033079190176903168,2018-08-24 19:50:47,"BREAKING: Arconic in talks to sell itself - Reuters 
https://t.co/BPQrzHZovg"
1033059017680150528,2018-08-24 18:30:37,JUST IN: Former CDC chief Tom Frieden enters Brooklyn criminal court in the custody of NYPD officers. https://t.co/szIqCYYkXl
1033046995596926976,2018-08-24 17:42:51,"Trump cancels Pompeo trip to North Korea, cites lack of 'sufficient progress' on denuclearization https://t.co/m2tLoSES7h"
1033016758456733702,2018-08-24 15:42:42,"Former head of CDC Tom Frieden arrested and charged with forcible touching, sex abuse and harassment https://t.co/cqBOJvhQeP"
1033007971062738944,2018-08-24 15:07:47,BREAKING: Senator John McCain “has now chosen to discontinue medical treatment” https://t.co/imFEFdgIDz https://t.co/Gb4rkNVNGT
1033003348109283328,2018-08-24 14:49:25,"BREAKING: Allen Weisselberg, Trump Organization CFO, granted immunity by prosecutors in Michael Cohen investigation https://t.co/4p1dArFAnZ"
1032992883782164480,2018-08-24 14:07:50,"Gold pops to session high on Powell's Jackson Hole speech
https://t.co/cCRi7K44F9 https://t.co/Cas38hA095"
1032992397175738368,2018-08-24 14:05:54,"Dollar index falls after Fed's Powell says he sees 'further, gradual' rate hikes ahead https://t.co/QDgEJ8pB3t https://t.co/5P0NTSInp6"
1032990973721288711,2018-08-24 14:00:14,"BREAKING: Fed Chair Powell sees 'further, gradual' rate hikes ahead as economy continues to hum
https://t.co/Cd5j1b9GqM"
1032983984265932800,2018-08-24 13:32:28,Stocks open higher after strong earnings and economic data this week https://t.co/5kXcrK3Ij0 https://t.co/DS1hszwQD0
1032971399122616320,2018-08-24 12:42:27,"Fed's Mester raises GDP outlook, still thinks gradual rate increase path appropriate https://t.co/5OZnqSq3Qz"
1032969262074404864,2018-08-24 12:33:58,"Durable goods orders drop 1.7% in July, vs 0.5% decline expected https://t.co/gWZUUuyb3z"
1032826433557737472,2018-08-24 03:06:25,"BREAKING: Australian treasurer Scott Morrison to become next prime minister, ousting Malcolm Turnbull https://t.co/vMnV69gadn"
1032740323775139842,2018-08-23 21:24:15,Arista Networks jumps nearly 5% after-hours; company set to join the S&amp;P 500 on August 28. https://t.co/4pDiHTllBz https://t.co/84UBdZdoyZ
1032727072475627527,2018-08-23 20:31:35,"Apple is hiring scores of ex-Tesla employees, and not just for its car project https://t.co/0DeOvHRh3l"
1032723248616755200,2018-08-23 20:16:24,"BREAKING: Intuit president, chairman and CEO Brad Smith stepping down at the end of 2018; $INTU down 3% after-hours https://t.co/swWnitj3Fg"
1032706121193213952,2018-08-23 19:08:20,Fed's Kaplan to CNBC: We'll continue to do our job 'without regard to political considerations' https://t.co/6piOUS36Se
1032691566362681344,2018-08-23 18:10:30,"FireEye shares pop to session high, up more than 6%, after Google says it engaged the company to work with it ident https://t.co/qShHT1uzuQ"
1032691181858299909,2018-08-23 18:08:58,Google deletes 58 accounts with ties to Iran from YouTube and other sites https://t.co/hRrteds0S9
1032676225507049473,2018-08-23 17:09:33,BREAKING: Jeff Sessions pushes back against Trump: 'Actions of the Department of Justice will not be improperly inf https://t.co/k3rYpb2ZVq
1032668831632842753,2018-08-23 16:40:10,"BREAKING: National Enquirer boss David Pecker granted federal immunity in Michael Cohen case - Dow Jones 
https://t.co/MbmhPH0F9B"
1032651128956235776,2018-08-23 15:29:49,"Dow falls to session low, briefly down as much as 104 points https://t.co/1zDTrptvuF https://t.co/KRktYOhXlb"
1032607208079597569,2018-08-23 12:35:17,Fed's George says Trump isn't influencing her votes on rate hikes https://t.co/QF7KEHOItA
1032606235693129728,2018-08-23 12:31:26,"US weekly jobless claims total 210,000, vs 215,000 expected https://t.co/iTkZe3p0ol"
1032443804383633414,2018-08-23 01:45:59,"UPDATE: Saudi Minister of Energy, Industry and Mineral Resources and Chairman of Saudi Aramco says in a statement t https://t.co/jVbafftArO"
1032354675511713795,2018-08-22 19:51:49,JUST IN: “A subpoena has been issued to Michael Cohen for relevant information in light of the public disclosures m https://t.co/WcRYxg312S
1032344142154752000,2018-08-22 19:09:58,JUST IN: New York state investigators have issued a subpoena to Michael Cohen as part of Trump Foundation probe - AP https://t.co/vltpRPzz7r
1032327116786987010,2018-08-22 18:02:19,"BREAKING: Many participants said it would likely be appropriate ""soon"" to raise interest rates https://t.co/1SsCuWZzfU"
1032326845658804224,2018-08-22 18:01:14,"BREAKING: Officials worry that the trade war poses the biggest threat to 'strong' economy, Fed minutes show https://t.co/rEl9VjuOXS"
1032326574920683521,2018-08-22 18:00:09,"BREAKING: Federal Reserve releases minutes from its July 31-August 1 meeting when it decided to not raise rates.

https://t.co/rEl9VjuOXS"
1032308590307147777,2018-08-22 16:48:41,"BREAKING: Saudi Arabia calls off Aramco IPO, disbands advisers - Reuters, citing sources https://t.co/K9P5O7DrgG"
1032248840454373378,2018-08-22 12:51:16,"Trump makes first comment on Michael Cohen after his former lawyer implicated the president, saying: “If anyone is https://t.co/GVZUB183kO"
1032213748541476864,2018-08-22 10:31:49,"Target earnings: $1.47 a share, vs $1.40 EPS expected https://t.co/Eo4fEccD8N"
1032048004700798976,2018-08-21 23:33:13,BREAKING: Facebook says it removed content from Iran and Russia for 'coordinated inauthentic behavior' and took dow https://t.co/9LDy8Vdji7
1032029864600186881,2018-08-21 22:21:08,"BREAKING: Michael Cohen 'testified under oath that Donald Trump directed him to commit a crime,' lawyer Lanny Davis https://t.co/KkkPNCwu3v"
1032025685802582016,2018-08-21 22:04:32,"Top Trump economic adviser Larry Kudlow hosted white nationalist publisher at his birthday party, but says he did n https://t.co/ldr05jhQkg"
1032020500736868353,2018-08-21 21:43:56,"BREAKING: President Trump says ex-campaign chairman Paul Manafort is a ""good man"" after he was found guilty on 8 co https://t.co/3xSaa07MUv"
1032012615315124225,2018-08-21 21:12:36,Moments ago: Michael Cohen leaves New York court after pleading guilty https://t.co/ureIU0knJv https://t.co/dulcm7lCTO
1032010786384830464,2018-08-21 21:05:19,"S&amp;P 500 ETF, 10 year fall after former Trump aide Manafort found guilty on 8 counts and former Trump lawyer Cohen p https://t.co/5N1qECYn45"
1032008126969667585,2018-08-21 20:54:45,"BREAKING: Ex-Trump lawyer Michael Cohen says at the direction of a ""candidate for federal office"" he arranged to ma https://t.co/JEntx6huVB"
1032005531878219776,2018-08-21 20:44:27,"MORE: Trump's former campaign chairman Paul Manafort found guilty of eight criminal counts, including five counts o https://t.co/iSvVm3ayQi"
1032004086386839552,2018-08-21 20:38:42,BREAKING: Former Trump campaign chair Manafort found guilty on 8 counts https://t.co/rZkWkwod7L
1032001135719141376,2018-08-21 20:26:59,BREAKING: Jury in trial of former Trump campaign chair Paul Manafort reaches verdict on 8 of 18 counts https://t.co/3AniLgIOoz
1031968206821445633,2018-08-21 18:16:08,Moments ago: Former Trump lawyer Michael Cohen seen entering FBI New York office as NBC News reports that he's reac https://t.co/tFKOvvYe6W
1031967141157724160,2018-08-21 18:11:54,"BREAKING: Ex-Trump lawyer Michael Cohen reaches plea deal, NBC News has learned. https://t.co/wl65gEw4Fn"
1031964478504624129,2018-08-21 18:01:19,"BREAKING: Apollo Global, Providence Equity Partners &amp; Blackstone Group are among private equity firms circling loca https://t.co/oY52diltjS"
1031947237188923392,2018-08-21 16:52:48,BREAKING: S&amp;P 500 sets new all-time high https://t.co/MsJEOvB7MF https://t.co/hAJFtNwZMB
1031934423292411905,2018-08-21 16:01:53,"BREAKING:Uber hires ex-Merrill Lynch exec. Nelson Chai as new CFO

https://t.co/RMTakgN2FO"
1031932451256520704,2018-08-21 15:54:03,BREAKING: Former Trump lawyer Michael Cohen exploring possible plea deal; agreement could be reached today - NBC Ne https://t.co/bqIVhngBaO
1031924762522476544,2018-08-21 15:23:30,"Shares of Snap, down 2% today, are now down over 12% since reporting earnings https://t.co/8KjsLsi8HP https://t.co/IIzJcEmv2s"
1031903972364365824,2018-08-21 14:00:53,JUST IN: Sen. Elizabeth Warren's new reform bill would ban members of Congress from owning individual stocks https://t.co/rjzKOnzmyr
1031896776884793345,2018-08-21 13:32:17,Stocks open higher as bull market approaches milestone https://t.co/MsJEOvB7MF https://t.co/sWQKSsWm8J
1031881560566448128,2018-08-21 12:31:50,Online brokerage stocks sink on JPMorgan's plan to offer free trading https://t.co/lDS7v3Hf1K https://t.co/A2T1tx9Fb9
1031637911513571329,2018-08-20 20:23:39,"Trump tells Reuters he doesn't anticipate much coming from China trade talks this week in Washington, has ""no time https://t.co/VJ9XXGige5"
1031633188131614720,2018-08-20 20:04:53,"MORE: Trump says it's 'very dangerous' when Twitter, Facebook self-regulate content  - Reuters https://t.co/AxqKyojIH4"
1031631525480161280,2018-08-20 19:58:17,"MORE: Trump tells Reuters that when the U.S. puts tariffs on China, China artificially lowers price of Yuan; Trump https://t.co/U3MqRZPkq7"
1031630961451126784,2018-08-20 19:56:02,"BREAKING: Trump tells Reuters that he disagrees with Fed to hike rates, ""not thrilled"" with Powell; asked if he bel https://t.co/BAp66cFHvS"
1031550594895491074,2018-08-20 14:36:41,Tesla shares turn positive after steep pre-market drop https://t.co/Fs0xRCXGxb https://t.co/PEBOc7EBA4
1031545779972972544,2018-08-20 14:17:33,"Tesla shares rebounding, now down only 1.2%, after earlier falling more than 5%
https://t.co/iVPovqCpN9 https://t.co/0k4oXnGXfm"
1031534354365857792,2018-08-20 13:32:09,"Stocks rise in early trading, helped by dealmaking activity https://t.co/yRxU9O3Tnf https://t.co/rAY1LV2LIp"
1031513756638081024,2018-08-20 12:10:18,Tesla shares down more than 5% in pre-market trading after J.P. Morgan slashed its Dec. 2018 price target for $TSLA https://t.co/at4yQLNDlO
1030549024695373826,2018-08-17 20:16:48,S&amp;P cuts Turkey credit rating deeper into junk territory https://t.co/QgvoPzc7IL
1030519285179998208,2018-08-17 18:18:38,"Stocks at session high after Dow Jones reports that negotiators are drawing up a road map to end trade impasse, cul https://t.co/FJ7oqJzUwa"
1030518152524955649,2018-08-17 18:14:08,TiVo shares slide more than 4.3% after report that Amazon is planning a live TV recording box that could challenge https://t.co/Jo3J1xHloH
1030447260763648000,2018-08-17 13:32:26,Stocks fall after Thursday’s rally as Turkish lira resumes decline https://t.co/z9rYjIIfFD https://t.co/0Ra45uTI3j
1030440968376512512,2018-08-17 13:07:26,Campbell Soup shares fall more than 4% in pre-market trading after sources tell CNBC that the company has tapped Go https://t.co/nfOe6OHAL5
1030439648663879680,2018-08-17 13:02:11,NEW: Campbell taps Goldman to examine sales of business units to pay down debt https://t.co/G5leK6Pn8p
1030418813815349250,2018-08-17 11:39:24,BREAKING: Trump pushes for an end to quarterly earnings reports https://t.co/uWbFv9H4SU
1030245497880150016,2018-08-17 00:10:42,BREAKING: Pentagon says it's postponing Trump's military parade https://t.co/lV4FZgTxv1
1030184987998519297,2018-08-16 20:10:15,"BREAKING: SEC investigating if Elon Musk tweeted about potential go-private deal to hurt short sellers, wants to kn https://t.co/lhYhZFNw2g"
1030136574267285504,2018-08-16 16:57:52,Teva Pharma. shares jump after approval of generic EpiPen https://t.co/hmYN3xnGji https://t.co/jZb2aotMPg
1030136094413807616,2018-08-16 16:55:58,BREAKING: FDA approves Teva’s generic EpiPen after yearslong delay https://t.co/E8wEXUquLx
1030132957204361221,2018-08-16 16:43:30,Turkish Lira at session low against dollar after Mnuchin says U.S. is prepared to put more sanctions on Turkey https://t.co/SpVSethA4a
1030132550965059584,2018-08-16 16:41:53,BREAKING: Treasury Secretary Mnuchin says the U.S. is prepared to hit Turkey with more sanctions. https://t.co/CMsLBGK2iR
1030125171678609409,2018-08-16 16:12:34,Dow rises more than 400 points to fresh session high  https://t.co/slQ7V0H8Oy https://t.co/SXT1AQKSAg
1030111130151276551,2018-08-16 15:16:46,NEW: Trump's military parade is now estimated to cost $92 million – $80 million more than earlier estimate https://t.co/Yb8k8B8iAs
1030092003391012864,2018-08-16 14:00:46,"BREAKING: The 'Queen of Soul' Aretha Franklin has died - AP

https://t.co/FN93cQHq3U https://t.co/t5Ki0GFHeo"
1030085440655831043,2018-08-16 13:34:41,"Dow surges more than 250 points on resumption of China trade talks, Walmart soars 10% https://t.co/J8ZlMO6fIl https://t.co/rBs8Ey4OcO"
1030077310555353088,2018-08-16 13:02:23,BREAKING: White House economic advisor Kudlow says trade deal with Mexico is 'getting close' https://t.co/erBQmkyEtE
1030075960723480576,2018-08-16 12:57:01,Kudlow tells @SquawkCNBC that strong dollar is sign of confidence in the US https://t.co/IfYt5qht7u
1030075272144580609,2018-08-16 12:54:17,Kudlow confirms trade talks to resume with China later this month https://t.co/WJUUkSxbPe
1030069745083502592,2018-08-16 12:32:19,"US housing starts total 1.168 million, vs 1.260 million expected https://t.co/0N5ezTLHKC"
1030069501373689856,2018-08-16 12:31:21,"US weekly jobless claims total 212,000, vs 215,000 expected https://t.co/3zLWiaPTHM"
1030047404849025024,2018-08-16 11:03:33,"Walmart earnings: $1.29 a share, vs $1.22 EPS expected https://t.co/RkxUu3lKAv"
1029816798202548225,2018-08-15 19:47:12,"Trump is preparing to expand 'Buy America' rules to include government infrastructure projects - sources
(via https://t.co/E2YRRKTL2B"
1029805162104348672,2018-08-15 19:00:58,"BREAKING: Uber's revenue and bookings growth slowed slightly in the second quarter of 2018, company reports
https://t.co/hae54ZxwlU"
1029796894946603008,2018-08-15 18:28:07,"SEC has served Tesla with a subpoena, days after Elon Musk's tweet about potentially taking the carmaker private - https://t.co/9L1cR8kUno"
1029774294635700224,2018-08-15 16:58:18,NEW: Twitter CEO Jack Dorsey tells @NBCNightlyNews that he doesn't know if Alex Jones will change his behavior afte https://t.co/yGPHxbChY7
1029752306613596160,2018-08-15 15:30:56,"JUST IN: US targets Chinese and Russian firms for sanctions related to North Korea
https://t.co/LuZ7nUXdKf"
1029747010570776577,2018-08-15 15:09:53,"Dow drops more than 300 points, dipping below 25K, as concerns about Turkey linger https://t.co/7yZqw5cRpu https://t.co/xPyMm4Ed5k"
1029732888529567744,2018-08-15 14:13:46,"GE briefly falls below $12 per share, a 9-year low https://t.co/ynDGS5OQAS https://t.co/FOveid1oCL"
1029707236417974272,2018-08-15 12:31:50,"US retail sales rose 0.5% in July, vs 0.1% increase expected https://t.co/Kq4TV8Xi1m"
1029424753801654272,2018-08-14 17:49:21,NEW: Apple has a team exploring a custom processor that can make better sense of health information coming off sens https://t.co/LuoURWkZkr
1029419360027389957,2018-08-14 17:27:55,Kroger shares pop to session high after Dow Jones reports that the company will make its first move into overseas s https://t.co/j0kt0v7iEf
1029392915385249792,2018-08-14 15:42:50,"IAC, Match Group shares fall to session lows after suit from founders, early employees &amp; current executives https://t.co/MqjS6T0fIe"
1029392023642619905,2018-08-14 15:39:18,"BREAKING: Group of founders, early employees, some current executives of Tinder sue IAC for billions in damages cla https://t.co/iCRhj8vFKE"
1029389923701456896,2018-08-14 15:30:57,"Trump campaign files legal action against Omarosa Manigault Newman, alleging breach of confidentiality agreement https://t.co/yxxDrjSSMt"
1029345740672389122,2018-08-14 12:35:23,JUST IN: Tesla's board forms a special committee to evaluate going private https://t.co/UjLGY3GRYg
1029345563412766720,2018-08-14 12:34:41,"US import prices unchanged in July, vs 0.1% increase expected https://t.co/qZoq48ISZJ"
1029314109215596544,2018-08-14 10:29:42,"BREAKING: Police arrest man after he drove a car into security barriers outside UK parliament, injuring at least tw https://t.co/mTNagwAZDU"
1029150148079837186,2018-08-13 23:38:10,"BREAKING: Carl Icahn says he no longer intends “to solicit proxies to vote against” the Cigna, Express Scripts merg https://t.co/cR5Gr4lOhM"
1029095876688588800,2018-08-13 20:02:31,"Dow posts 4-day losing streak as Turkey crisis continues to rattle investors
https://t.co/SjDtv61tkL https://t.co/lL7lKokAfJ"
1029044894566891520,2018-08-13 16:39:56,"BREAKING: Diebold Nixdorf hires advisers to seek a sale, sources say https://t.co/vqhCN30vKl"
1029022567070420998,2018-08-13 15:11:12,"MORE: Peter Strzok was fired from the FBI on Friday, his lawyer tells CNBC. https://t.co/OIFApB2dgK"
1029021322838532100,2018-08-13 15:06:16,"BREAKING: FBI fires Peter Strzok over anti-Trump text messages - Washington Post 

https://t.co/OIFApB2dgK"
1028997776447873024,2018-08-13 13:32:42,"Stocks open slightly higher, but gains capped as Turkey crisis continues
https://t.co/SjDtv61tkL https://t.co/S0novVx7aT"
1028994007920201728,2018-08-13 13:17:43,"Tesla shares up more than 2% in pre-market trading after CEO Musk provides update about ""funding secured"" tweet https://t.co/GmElfyy7wA"
1028991433196363777,2018-08-13 13:07:30,"BREAKING: Musk offers details on claims of 'funding secured' tweet in taking Tesla private, says ""the Saudi Arabian https://t.co/VKSz2zOmQI"
1028990397706657792,2018-08-13 13:03:23,BREAKING: Netflix CFO David Wells to step down https://t.co/MD7zdCQTzp
1028851692161454081,2018-08-13 03:52:13,"JUST IN: Elliott Management has built a more than 8% stake in Nielsen Holdings, which currently has a market value https://t.co/UQlAt64mlW"
1028283970709057536,2018-08-11 14:16:17,BREAKING: NY GOP Congressman Chris Collins suspends campaign amid insider trading allegations https://t.co/G84HAiC77m
1027977397507969025,2018-08-10 17:58:05,"Dow falls more than 1% to new session low amid Turkey uncertainty
https://t.co/OX4vwXMFPz https://t.co/4nfQeegBt3"
1027955783542235139,2018-08-10 16:32:11,Soybean futures drop sharply as USDA boosts export outlook https://t.co/JFQSDqvQGF https://t.co/ItQ6eVrtLH
1027913087536558080,2018-08-10 13:42:32,Turkish lira plunges 20% vs. US dollar after Trump authorizes doubling metals tariffs on Turkey https://t.co/5mPfpLhbbe
